버정거리총합,상호개수,교통사고건수,보호구역개수,화재발생건수,주유소명,주소,위도,경도
0.460750853,0.189189189,0.251693002,0.526315789,0.1875,삼호주유소,울산 울주군 범서읍 울밀로 2812,35.5579271,129.2557225
0.105802048,0.054054054,0.025959368,0.087719298,0.197916667,기분좋은주유소,울산 울주군 범서읍 울밀로 2330,35.5719901,129.209635
0.23890785,0.135135135,0.14221219,0.333333333,0.197916667,범서주유소,울산 울주군 범서읍 송현길 83,35.5685687,129.231976
0.105802048,0.162162162,0.001128668,0,0,창일주유소,울산 울주군 청량면 온산로 372,35.4677317,129.3236922
0.163822526,0.108108108,0.079006772,0.122807018,0.197916667,대양석유(주)해룡주유소,울산 울주군 범서읍 울밀로 2373,35.5732195,129.21385
0.225255973,0.108108108,0.173814898,0.333333333,0.197916667,럭키스파밸리 직영주유소,울산 울주군 범서읍 울밀로 2846,35.5656909,129.2319888
0.351535836,0.162162162,0.237020316,0.473684211,0.197916667,지에스칼텍스(주)구영주유소,울산 울주군 범서읍 구영로 206,35.5661937,129.2474955
0.088737201,0.351351351,0.038374718,0.087719298,0.151041667,아울렛주유소,울산 울주군 웅촌면 웅촌로 532,35.475887,129.2202866
0.075085324,0.027027027,0.014672686,0,0,중앙주유소,울산 울주군 언양읍 언양로 368,35.5491219,129.1609603
0.078498294,0.054054054,0.015801354,0.052631579,0,소나무주유소,울산 울주군 언양읍 언양로 529,35.5536325,129.1770014
0.167235495,0.405405405,0.031602709,0.052631579,0.177083333,대성주유소,울산 울주군 청량면 온산로 714,35.4908792,129.3079961
0.085324232,0.027027027,0.003386005,0.052631579,0,51주유소,울산 울주군 언양읍 언양로 629,35.5598873,129.1844885
0.078498294,0,0.006772009,0.01754386,0,내동주유소,울산 울주군 범서읍 관문로 288,35.6092289,129.2800024
0.044368601,0,0.005643341,0,0.020833333,성산주유소,울산 울주군 범서읍 관문로 600,35.6348835,129.2878536
0.061433447,0.054054054,0.003386005,0.01754386,0,진하셀프주유소,울산 울주군 서생면 해맞이로 1584,35.383088,129.3421515
0.19112628,0.162162162,0.08013544,0.192982456,0.213541667,온양농협주유소,울산 울주군 온양읍 온양로 195,35.4111529,129.2842016
0.160409556,0.054054054,0.09255079,0.035087719,0.28125,백경주유소,울산 울주군 온산읍 덕신로 478,35.4388943,129.331795
0.034129693,0,0,0,0,태원디앤씨(주)태원주유소,울산광역시 울주군 두동로 348,35.5965113,129.2337129
0.075085324,0.054054054,0.003386005,0.01754386,0,태평양주유소,울산 울주군 해맞이로 1701,35.3905661,129.3337032
0.310580205,0.108108108,0.089164786,0.157894737,0.145833333,현대주유소,울산 울주군 언양읍 남천로 262,35.5701354,129.1082696
0.348122867,0.135135135,0.089164786,0.175438596,0.145833333,언양주유소,울산 울주군 언양읍 남천로 224,35.5675237,129.1098001
